category,source,measure,gas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
4A,DAIR,EM,CH4,Gg,AT,87.84243175,85.10921149,82.27866412,81.08237704,80.07306527,72.69522983,72.03787208,75.02526782,76.63943715,74.20037275,66.8961095,65.45989241,64.99357278,62.33283308,60.91088181,60.41732457,60.20659111,60.32354639,61.29018869,61.65032443,61.78205784,61.78963985,62.25411115
4A,DAIR,EM,CH4,Gg,BE,86.10322675,81.93267238,79.76009955,73.347114,73.5523073,73.66410104,70.72023243,69.23798757,70.02577984,69.54164628,66.92225387,66.47484502,64.98225325,63.43607739,62.26966795,60.4467639,59.39819075,59.81774904,59.38208866,60.25780011,61.13941105,60.70793192,60.19534215
4A,DAIR,EM,CH4,Gg,CY,2.139135232,2.207580642,2.281239985,2.451908847,2.635010669,2.822163159,2.625526344,2.454662395,2.304540399,2.323581477,2.290400377,2.361946551,2.530975499,2.588647776,2.52771506,2.388467094,2.330783877,2.304930626,2.308096492,2.267868956,2.287101368,2.348336329,2.360114744
4A,DAIR,EM,CH4,Gg,CZ,99.33474067,92.084,81.173,73.06255209,65.89514365,63.18189942,62.63353172,56.49924523,53.96768255,54.89737255,52.81751476,51.97217891,50.41641739,50.98545702,50.53728276,47.48681356,46.45342857,45.57733442,45.76312992,45.47192889,43.82203076,43.56930091,44.37846228
4A,DAIR,EM,CH4,Gg,DE,763.6858444,679.8153043,658.1151049,657.0845229,654.4298784,652.3244066,653.2510142,633.964537,615.04494,610.1870212,589.5243136,592.7510983,578.229397,574.0074826,563.2670025,560.3751705,541.4460512,542.7708428,558.9588632,559.9754181,560.2994064,563.6832942,564.0928267
4A,DAIR,EM,CH4,Gg,DK,87.82815303,87.20711149,84.23575272,85.07547254,83.92135418,83.91202927,82.99284502,79.23257527,79.31657782,75.33398119,74.45804059,74.38757781,74.04015573,73.95721472,71.10636906,72.29101108,71.11765264,71.15682317,72.91062724,75.32201661,76.33766683,75.10977983,78.63236983
4A,DAIR,EM,CH4,Gg,ES,124.703407,128.204461,120.471671,116.252726,112.791143,109.5526,111.301339,108.862822,109.366216,106.682719,102.532672,103.764183,105.634383,102.620301,99.6545283,97.2964646,92.7008581,90.019971,88.4492714,84.7614418,85.9512217,85.4194356,86.2639266
4A,DAIR,EM,CH4,Gg,FI,48.81312537,44.75662286,42.84575729,43.42580288,43.40233484,41.8486354,41.26235671,42.05645375,41.42970555,40.9710499,41.60306523,41.23141851,41.16457721,40.20954533,39.73604067,39.18218685,38.57986696,37.59461797,36.80906401,37.23389809,37.61023645,37.07360093,36.90579383
4A,DAIR,EM,CH4,Gg,FR,526.138715,503.0029954,485.7169669,476.6392836,479.067681,475.777934,467.660942,460.5897058,457.6218739,455.9877329,462.9125075,462.6067194,463.0919779,450.4398114,444.0272406,445.8086711,436.2538811,436.4485664,444.1983692,428.9677189,434.8005368,443.3408946,438.228962
4A,DAIR,EM,CH4,Gg,GB,249.3067207,242.4578077,239.5309786,238.9199305,243.081964,235.5007297,240.0338613,235.0347486,231.5841636,235.4618478,226.2122978,225.1106244,225.3844798,224.3667485,221.5847081,218.9437877,219.5287184,209.258527,204.0601446,198.7836101,201.8171905,202.9301843,200.5756244
4A,DAIR,EM,CH4,Gg,GR,18.65486706,18.49953356,19.20408988,18.82455004,18.62305162,18.13762872,18.46166435,18.05360386,17.55028641,17.38812949,17.52588497,17.58327855,17.24578627,16.54742033,16.98355809,17.51887699,17.39713015,16.8763339,16.55041448,16.24954231,16.1835489,16.31102972,16.11642319
4A,DAIR,EM,CH4,Gg,HU,59.5410561,53.66321818,48.75628476,44.07683025,41.08778696,40.20348704,39.94512839,39.91882329,40.26797581,40.70833581,39.19397502,38.60871389,38.09975872,36.52525679,34.14621894,33.47662298,31.56067547,31.26740959,31.3011621,30.4526642,28.98184384,30.12087754,31.32285511
4A,DAIR,EM,CH4,Gg,IE,135.9520687,133.4653859,129.325327,129.3780405,129.1185637,128.9324734,129.8675495,129.0223524,128.6055275,126.1741999,124.4643241,125.1086327,123.7081533,124.2501892,123.4216192,110.5895296,115.320534,115.6947358,116.5498326,115.0000229,117.4552753,121.8532847,124.1048659
4A,DAIR,EM,CH4,Gg,IT,249.7494235,232.7168546,220.2585959,216.9513995,211.4754887,220.5346247,224.8363988,225.4574205,228.9012271,229.5878639,221.0274521,220.8674101,211.8115388,212.0131028,208.1511012,211.1910255,209.4571311,211.3615193,213.2106354,215.6362029,209.2916142,209.0535265,215.9342467
4A,DAIR,EM,CH4,Gg,LT,76.34909351,73.37267167,62.1493506,56.0058431,50.91733742,49.06121504,49.91641362,52.79226429,47.46263668,42.65190207,39.82215054,41.07151458,41.63687801,42.28570562,41.74536334,40.599475,39.63161675,40.54908541,41.69854519,39.51327043,37.92155077,36.97853614,35.74409778
4A,DAIR,EM,CH4,Gg,LV,51.13572771,49.49685945,42.79857353,30.99572323,28.1347258,26.79015597,25.66902314,26.32709839,24.61825844,20.88794543,20.96225648,21.78598116,21.1484104,20.499264,19.88607587,20.14429506,20.05711394,20.18811753,19.4467977,19.03684553,19.0464749,19.07971612,19.39567213
4A,DAIR,EM,CH4,Gg,MT,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,1.2891,0.8796,0.8338,0.8033,0.7607,0.7835,0.7832,0.7494,0.7545,0.7247,0.6931,0.6362,0.6308,0.632
4A,DAIR,EM,CH4,Gg,PL,450.6923968,412.7804412,378.4527515,353.9710484,344.3188913,317.7921847,310.0001122,315.4255769,319.878372,307.0113335,281.2022046,277.0707033,265.3075929,268.8716357,260.8283043,262.4801129,266.1216954,267.0090202,269.3914342,261.1210481,258.7769576,258.5855936,260.0994473
4A,DAIR,EM,CH4,Gg,PT,45.80092547,44.98302454,44.00531644,42.97522862,43.70559649,44.78490309,45.1791198,45.38163651,45.59821755,47.91912895,47.89268582,45.75955724,45.0451175,42.10079854,41.8259827,42.64911953,41.99037502,40.71437423,40.59384594,40.36880199,39.22405845,38.07693402,37.81261336
4A,DAIR,EM,CH4,Gg,RO,268.6157425,217.3985428,183.8527745,179.5597149,173.7690763,174.5178658,171.4727886,161.488929,156.8963536,152.3037782,143.2683853,139.7740344,143.6677396,144.6162063,140.1567281,145.4612911,146.6854279,140.7410139,132.7197459,126.9704816,105.4546289,103.2603809,102.6247353
4A,DAIR,EM,CH4,Gg,SE,69.27015795,63.71400355,62.21205616,64.09779484,63.32976357,60.92179621,57.79161624,58.76315226,56.09744124,56.39340627,53.67468317,53.29024275,53.23634479,51.60147006,52.09712469,50.88271641,50.95538833,48.80434962,47.03200636,47.23128676,45.94121206,46.12395535,45.2934154
4A,DAIR,EM,CH4,Gg,SI,17.2551748,16.65689752,16.50652172,15.76702468,15.7034838,15.99988886,13.48828122,13.07715807,13.15233155,13.62161846,13.34072357,13.14573031,14.02103247,12.9480426,13.05201539,12.34139366,11.70358307,12.14797072,11.88790598,11.62663512,11.25463254,11.21909536,11.50726227
4A,DAIR,EM,CH4,Gg,SK,40.3681,37.8315,33.2448,30.6776,29.2432,29.6376,28.6502,26.7461,25.6475,25.0414,25.343,24.8834,25.6129,24.5294,23.2157,23.6424,23.32835257,23.23552721,22.86085173,21.55013149,21.40644207,21.69005056,22.28507971
4A,DAIR,IEF,CH4,kg/head/yr,AT,97.10455558,97.15663412,97.75109908,97.90819388,98.85844323,102.8957498,103.2769939,104.1472282,105.1702265,106.319034,107.7228568,109.4681811,110.3510577,111.7322153,113.227144,113.0527745,114.1528136,115.0115279,115.591703,115.6718584,115.9714639,117.1605233,118.9487936
4A,DAIR,IEF,CH4,kg/head/yr,BE,102.6630914,102.9034743,103.8804017,105.3447343,106.8412688,107.6230467,109.0521842,110.4529557,110.3645889,111.5708207,115.0931878,116.4600575,117.933509,119.1760036,120.897027,122.1779981,124.0408672,126.2265433,126.3650341,128.7317772,131.677714,133.2910281,132.1972178
4A,DAIR,IEF,CH4,kg/head/yr,CY,95.45023567,95.48359178,95.46135437,95.60589749,95.56142268,95.7282032,96.10623904,96.29525696,96.74000501,96.6065806,97.41824579,96.94014164,96.48427489,97.27370267,96.92902294,97.15139696,97.39600839,97.2503534,97.65173852,97.77404423,97.65173852,97.56278891,97.5294328
4A,DAIR,IEF,CH4,kg/head/yr,CZ,82.35222876,79.01296432,80.66673557,80.95986288,82.81103699,86.28625119,87.7843675,86.08739775,90.27141559,94.15939007,96.41980325,98.17278007,101.585584,103.983621,106.1959725,108.460965,109.5555805,111.0696856,112.8471487,113.8169717,114.2618064,116.54781,118.9337461
4A,DAIR,IEF,CH4,kg/head/yr,DE,120.17928,120.6952773,122.6672106,123.9554321,124.1060851,124.7458576,125.7524226,126.1276346,127.2601647,128.0523832,129.0057565,130.315436,130.6024748,131.3083177,131.4471332,132.2764527,132.6490389,133.3196542,132.5265916,133.153335,133.9432318,134.5273122,134.6127779
4A,DAIR,IEF,CH4,kg/head/yr,DK,116.619843,117.5857402,118.3206065,119.1351356,119.9637401,119.4523195,118.4520621,118.1951257,118.549452,117.6736758,117.1611828,119.3336378,121.4565499,124.0822079,126.1972922,128.1153555,129.2392634,130.4614817,130.6693584,133.7564756,134.3495215,132.9122572,133.9132202
4A,DAIR,IEF,CH4,kg/head/yr,ES,77.4295381,81.78185163,81.19831809,82.59427765,83.04607394,85.71386098,83.95975939,84.1400386,84.35444749,87.21601683,89.17481914,90.30475582,90.06659689,92.05377083,93.20711269,94.62340544,96.25847508,97.97127511,99.52407253,101.7123849,102.1484402,104.5032431,103.7329819
4A,DAIR,IEF,CH4,kg/head/yr,FI,99.63895768,100.4412542,100.0601525,101.8428773,104.157271,105.0153962,105.2074368,107.5887791,108.1565881,110.018931,114.2577234,116.2014686,118.364183,120.4365397,122.4999404,122.9225796,124.6848673,126.9792446,127.2432825,128.3732747,129.9867507,129.8418057,130.1245468
4A,DAIR,IEF,CH4,kg/head/yr,FR,99.08804929,99.99139153,101.9990586,102.7411883,103.8759738,105.2285474,105.5426936,106.5549424,107.3243173,107.9797866,106.9159783,106.4950982,108.3851637,109.0289251,109.6745387,111.8199997,112.0077336,112.4202769,114.9715894,114.2545604,116.7377313,120.7346829,120.027313
4A,DAIR,IEF,CH4,kg/head/yr,GB,87.52945067,87.50926504,89.29296891,89.556308,89.50104127,90.48080688,92.77011572,94.83279964,94.94181487,96.48865665,96.84537468,99.99752323,101.1962452,102.4060071,104.0896567,106.305324,106.8532493,107.0934846,106.8968171,107.0534722,109.2892113,111.869054,110.7145791
4A,DAIR,IEF,CH4,kg/head/yr,GR,88.08648197,88.64571595,90.7382721,95.75278172,96.52250245,100.0661791,98.9921036,100.3039289,103.2477085,103.1281589,103.885825,104.6796112,109.3385437,108.5242791,110.983337,114.6585895,113.4879165,114.1452279,117.3821561,119.2136979,119.6448964,118.9297627,120.5815579
4A,DAIR,IEF,CH4,kg/head/yr,HU,105.6402853,101.9010719,101.6815115,101.035714,100.5820978,101.9099798,102.5839925,102.9498989,105.6209201,105.7359372,108.0219799,109.3731272,110.5943649,110.6825963,110.3864836,111.6507715,114.6965795,116.8875125,118.6399069,118.2627736,118.5351486,120.4835101,122.7834458
4A,DAIR,IEF,CH4,kg/head/yr,IE,101.3848904,101.9286589,102.4724274,103.016196,103.5599645,104.103733,104.6475016,105.1912701,105.7350387,106.2788072,106.8225757,107.3663443,107.9101128,108.4538813,108.3643876,107.843037,109.4386966,109.8128311,109.9901312,108.5384059,113.0627861,113.2190841,112.7662223
4A,DAIR,IEF,CH4,kg/head/yr,IT,94.53920725,99.4720518,102.6177792,102.3847781,105.1113334,106.0373244,108.0752495,108.4770603,108.1673864,108.0123242,107.0350857,106.307998,110.8410793,110.8029913,113.2283655,114.6528593,114.99977,114.946418,116.4632951,114.7965248,119.8595841,119.1201081,116.2809809
4A,DAIR,IEF,CH4,kg/head/yr,LT,90.67588303,88.19890813,84.23604039,82.59230659,82.80588295,83.72220996,84.61843299,85.80578118,87.73130625,86.28748143,90.8351974,92.96404387,93.92483195,94.36667177,96.20964126,97.47773109,99.32736028,101.8878628,105.9340513,106.2512678,106.9128233,107.860938,109.5413567
4A,DAIR,IEF,CH4,kg/head/yr,LV,95.56293722,93.14425941,88.84902124,88.3069038,90.20431484,91.77854048,93.47787015,100.1792176,101.6863215,101.5950653,102.5049217,104.2391443,103.1629776,110.2110968,106.7995482,108.7704917,110.2039227,112.1562085,114.1243996,115.026257,116.0662699,116.2688368,117.8351891
4A,DAIR,IEF,CH4,kg/head/yr,MT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4A,DAIR,IEF,CH4,kg/head/yr,PL,91.62276819,90.18580756,88.90128061,88.87046157,89.13251135,88.79356934,89.56952101,90.37982146,90.31009939,89.8219232,90.76894921,92.20322906,92.34514199,92.77834221,93.28623186,93.91059495,94.23572784,95.80517411,96.00550044,97.14686114,97.44208968,98.47128468,100.8919501
4A,DAIR,IEF,CH4,kg/head/yr,PT,116.14774,115.9356303,115.4995182,112.2068632,114.4125563,116.9318619,118.9968037,119.7404657,121.5952468,130.0102347,135.7067771,138.4221773,144.6845316,141.7535304,142.1041315,147.2351652,147.6800997,148.0522699,151.0937194,153.2992481,153.819837,154.3659487,157.116122
4A,DAIR,IEF,CH4,kg/head/yr,RO,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286,89.47714286
4A,DAIR,IEF,CH4,kg/head/yr,SE,120.2606909,120.6704613,118.273871,122.0910378,124.4199677,126.3937681,124.0163439,125.5622912,124.9386219,125.5977868,125.4081382,127.488619,127.6650954,128.04335,128.9532789,129.4725608,131.3283204,132.0299682,131.6707625,132.3835874,131.9789485,133.1157891,130.1650877
4A,DAIR,IEF,CH4,kg/head/yr,SI,76.5719152,80.99358406,77.50668745,77.41152546,79.54232183,81.16497332,87.17020211,88.5938301,89.78007135,91.37296863,95.13051978,96.79857375,100.1645411,99.0585536,97.3965584,102.611506,104.0226031,104.3720796,104.8316224,102.7968765,102.813017,102.8633087,103.6484865
4A,DAIR,IEF,CH4,kg/head/yr,SK,73.53023679,75.51197605,77.49370629,79.47564767,81.45738162,83.43918919,85.42098986,86.34960709,90.25566132,91.37029537,93.45315358,95.97522265,98.55929627,99.79332959,100.122049,102.9689861,106.6912074,107.7419779,108.2503574,105.5690726,104.7353638,107.7461318,110.00143
4A,GOAT,EM,CH4,Gg,AT,0.186715,0.204615,0.197,0.23638,0.248745,0.27114,0.272355,0.2917,0.27122,0.289965,0.280525,0.29726,0.28921,0.273035,0.277615,0.2755,0.26554,0.302435,0.31245,0.34094,0.35884,0.36179,0.36606
4A,GOAT,EM,CH4,Gg,BE,0.0435,0.044065,0.04368,0.04166,0.04513,0.04436,0.055985,0.06138,0.060395,0.06879,0.066129999,0.083701265,0.101305842,0.148485,0.126495,0.120105,0.1354,0.137835,0.149375,0.16122,0.1544,0.16334,0.173985
4A,GOAT,EM,CH4,Gg,BG,2.171375,2.327525,2.6270575,2.9099025,3.2191425,3.67967,4.0719025,4.2051675,4.53714,5.0343125,4.46911,3.5383125,3.5744125,3.6994525,3.60857,3.316365,2.893755,2.6114,2.313295,1.97664,1.79289,1.74424,1.587505
4A,GOAT,EM,CH4,Gg,CY,1.025,1.025,1,0.99,1.05,1.1,1.2,1.51,1.61,1.73,1.893,2.1355,2.2975,2.0395,1.89,1.646485,1.36096,1.695,1.592005,1.40388,1.53714,1.45117,1.537145
4A,GOAT,EM,CH4,Gg,CZ,0.205,0.21,0.215,0.225,0.225,0.225,0.21,0.19,0.175,0.17,0.16,0.14,0.07,0.065,0.06,0.065,0.07,0.08,0.085,0.085,0.11,0.116315,0.1181
4A,GOAT,EM,CH4,Gg,DE,0.45,0.43,0.45,0.46,0.475,0.5,0.525,0.575,0.625,0.675,0.7,0.8,0.8,0.8,0.8,0.85,0.9,0.9,0.95,1.1,0.74968,0.74968,0.74968
4A,GOAT,EM,CH4,Gg,DK,0.098588615,0.097267087,0.095945559,0.094624031,0.093302503,0.091980975,0.090659447,0.089337919,0.101974619,0.106366563,0.111284488,0.124223627,0.121370179,0.132126496,0.141673056,0.147199316,0.156264802,0.162653015,0.184534068,0.204728502,0.208814784,0.164151671,0.167828855
4A,GOAT,EM,CH4,Gg,EE,0.009,0.0095,0.006,0.0055,0.0075,0.008,0.008,0.0085,0.0105,0.0135,0.016,0.018,0.0195,0.0175,0.0145,0.014,0.0165,0.02,0.018,0.0195,0.0205,0.0215,0.023
4A,GOAT,EM,CH4,Gg,ES,36.9503486,30.0321625,28.9595014,29.941352,30.826324,25.6108158,29.3466752,29.8617773,27.9884607,27.5502926,29.959949,31.7803555,31.5385577,32.7613698,29.6961503,30.3050834,30.2768405,29.8462014,31.2520365,31.5489436,31.0137639,28.3629382,26.9784273
4A,GOAT,EM,CH4,Gg,FI,0.0295,0.02675,0.024,0.024,0.0285,0.03,0.0325,0.04,0.040525,0.0395,0.043,0.037225,0.033035,0.033785,0.036355,0.03472,0.03335,0.030905,0.02959,0.02962,0.02445,0.02451,0.02443
4A,GOAT,EM,CH4,Gg,FR,17.04823037,16.83556326,16.50564811,16.14064865,15.96671306,16.42713342,16.57343086,16.33984805,16.36546348,16.30167203,16.48340857,16.61890848,17.07158861,17.11240022,16.99866037,17.18421595,17.29422122,16.96150056,17.05278558,17.66874481,18.13910859,17.32776582,16.56865312
4A,GOAT,EM,CH4,Gg,GB,0.487500174,0.5568684,0.548513849,0.51216251,0.474175001,0.376066943,0.422842132,0.39964,0.408354976,0.398747805,0.371264424,0.37392,0.4669,0.442265,0.457745,0.47270542,0.489347,0.47739,0.48078,0.5063005,0.464705,0.471225,0.48901
4A,GOAT,EM,CH4,Gg,GR,26.69729167,26.72569667,26.798535,26.97699833,27.24430167,27.56432167,27.82594,27.974725,28.04911333,28.11266,28.19937167,28.29061333,28.26087667,27.99868167,27.587085,27.22168,27.04256667,26.70454333,26.39472244,26.07671371,25.77465881,25.56379943,25.44564268
4A,GOAT,EM,CH4,Gg,HR,0.86,0.665,0.569045,0.525,0.538425,0.53646,0.526355,0.49772,0.422015,0.39,0.396965,0.464715,0.48267,0.430435,0.6303,0.672415,0.514385,0.45951,0.419385,0.380595,0.376075,0.35015,0.35989
4A,GOAT,EM,CH4,Gg,HU,0.17526,0.19665,0.249933,0.303217,0.3565,0.380458,0.404417,0.428375,0.452333,0.476292,0.483194444,0.535833333,0.483333333,0.4725,0.4225,0.389166667,0.405833333,0.3575,0.364166667,0.325,0.39625,0.42125,0.4305
4A,GOAT,EM,CH4,Gg,IE,0.087,0.087,0.089,0.088,0.0805,0.078,0.0745,0.076,0.0755,0.0675,0.0405,0.039,0.0385,0.038,0.0375,0.0365,0.0335,0.0365,0.0445,0.0505,0.0525,0.057,0.0515
4A,GOAT,EM,CH4,Gg,IT,6.29481,6.3049,6.777425,7.043835,8.290255,6.864685,7.096125,6.755015,6.655385,6.986645,6.875,5.123845,4.93922,4.80497,4.88992,4.729475,4.77658,4.600425,4.78624,4.80475,4.91459,4.799575,4.45802
4A,GOAT,EM,CH4,Gg,LT,0.026,0.0315,0.044,0.052,0.062,0.073,0.0845,0.0925,0.1185,0.1235,0.115,0.1185,0.11,0.136,0.1345,0.11,0.104,0.0985,0.083,0.0735,0.08024,0.07479,0.06799
4A,GOAT,EM,CH4,Gg,LU,0.00253,0.00241,0.00229,0.00217,0.00205,0.001935,0.00187,0.0018,0.00147,0.001315,0.001485,0.001555,0.005515,0.00939,0.01005,0.011015,0.00975,0.01407,0.01456,0.01565,0.02542,0.029105,0.02449
4A,GOAT,EM,CH4,Gg,LV,0.027,0.0305,0.032,0.0315,0.037,0.0445,0.042,0.0445,0.0525,0.0405,0.052,0.0575,0.065,0.075,0.0735,0.0745,0.07,0.065,0.0645,0.066,0.0675,0.067,0.0665
4A,GOAT,EM,CH4,Gg,MT,0.017145,0.017145,0.0265,0.0265,0.025,0.050845,0.04218,0.032035,0.02869,0.02555,0.022995,0.01965,0.025815,0.02687,0.028175,0.03136,0.02914,0.031135,0.031805,0.029915,0.02555,0.02469,0.02424
4A,GOAT,EM,CH4,Gg,NL,0.303925,0.35094,0.315535,0.28399,0.319705,0.380315,0.507885,0.592745,0.660585,0.763965,0.892855,1.0937,1.27274,1.369265,1.410145,1.459455,1.54807,1.62007,1.77439,1.87092,1.76414,1.901755,1.983625
4A,GOAT,EM,CH4,Gg,PL,0.89658,0.89658,0.89658,0.89658,0.89658,0.89658,0.89658,0.912,0.9275,0.9055,0.8825,0.85987,0.96675,0.96235,0.878795,0.7075,0.65,0.72,0.6805,0.5945,0.54,0.559,0.4495
4A,GOAT,EM,CH4,Gg,PT,5.902822631,5.734168228,5.460882167,5.096316971,5.044391021,5.084464568,4.86299664,4.764827789,4.724064482,4.651353162,4.424475933,4.023078575,3.790928344,3.56271659,3.572804649,3.53830069,3.844601012,3.665824222,3.693636372,3.448774702,3.263748236,3.201932427,3.338500706
4A,GOAT,EM,CH4,Gg,RO,17.06165445,16.28199084,13.73142462,13.20232875,12.67783392,11.99845512,11.12831873,10.39147785,9.959128302,9.501619003,9.170262624,8.962678302,10.78200162,11.53499367,11.32812225,11.7840546,12.48133005,14.82118863,15.39027997,15.71400188,21.26860989,21.17001972,21.66911371
4A,GOAT,EM,CH4,Gg,SE,0.0215,0.024,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275
4A,GOAT,EM,CH4,Gg,SI,0.05,0.05,0.049705,0.052995,0.05369,0.05975,0.0632,0.06941,0.084025,0.073215,0.110205,0.0995,0.109885,0.116455,0.115155,0.1274,0.13899,0.14114,0.12114,0.14948,0.13099,0.133225,0.131755
4A,GOAT,EM,CH4,Gg,SK,0.125,0.125,0.125,0.125,0.125,0.125,0.1305,0.13389,0.254525,0.255375,0.257095,0.20193,0.20097,0.196125,0.19506,0.19783,0.19176,0.189365,0.18544,0.17933,0.17646,0.170265,0.174115
4A,GOAT,IEF,CH4,kg/head/yr,AT,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,BE,5,5,5,5,5,5,5,5,5,5,4.999999946,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,BG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,CY,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,CZ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,DE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,DK,13.14865494,13.14953181,13.14863079,13.14953181,13.14860526,13.14953181,13.14857825,13.14953181,13.14953181,13.14953181,13.14953181,13.14953181,13.14953181,13.14953181,13.14953181,12.86932295,12.86024211,12.82651327,13.04496453,13.05833027,13.05990271,13.07252296,13.07995133
4A,GOAT,IEF,CH4,kg/head/yr,EE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,ES,10.08659061,10.10633689,10.20885916,10.16162913,10.04587304,10.15283707,9.998063256,9.931698625,10.07000847,10.48557102,10.58670779,10.20551307,10.35165317,10.36078758,10.48140238,10.43315224,10.23997474,10.32178467,10.56051496,10.75368052,10.68048725,10.53249629,10.22942367
4A,GOAT,IEF,CH4,kg/head/yr,FI,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,FR,11.76758906,11.89744864,11.83723057,11.77968103,11.7167404,11.58606864,11.60132088,11.6047132,11.48214355,11.45019715,11.44767803,11.41365435,11.54812191,11.6487514,11.70847752,11.74839709,11.78469809,11.7753363,11.80102336,11.84647487,11.88278608,11.88738514,11.96872501
4A,GOAT,IEF,CH4,kg/head/yr,GB,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,GR,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,HR,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,HU,5,5,4.999993298,5.000005524,5,4.999995597,5.000004142,5,4.999996297,5.000003517,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,IE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,IT,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,LT,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,LU,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,LV,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,MT,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.001031566
4A,GOAT,IEF,CH4,kg/head/yr,NL,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,PL,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,PT,7.287887873,7.230129996,7.11144972,6.863162697,6.955003242,7.168934525,6.97644042,6.959339517,6.995159647,7.052042317,7.103932019,7.177822007,7.470487478,7.614672174,7.737304811,7.638463009,8.158797058,7.957650266,8.26933516,7.977119588,7.66738035,7.641843501,8.106583969
4A,GOAT,IEF,CH4,kg/head/yr,RO,16.97677059,17.06707635,17.05767033,17.01331025,17.01722673,17.01908528,17.01577788,17.03520959,17.02415094,17.02799104,17.04509781,17.07176819,17.03317791,17.01326499,17.14522162,17.15878735,17.1586845,17.13293563,17.13253929,17.13063704,17.14123942,17.12586628,17.12058513
4A,GOAT,IEF,CH4,kg/head/yr,SE,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,SI,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,GOAT,IEF,CH4,kg/head/yr,SK,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4A,HORS,EM,CH4,Gg,AT,0.8856,1.040454,1.1052,1.168632,1.201464,1.304838,1.318212,1.33506,1.356246,1.468188,1.468188,1.468188,1.468188,1.567296,1.567296,1.567296,1.567296,1.567296,1.567296,1.567296,1.469466,1.469466,1.469466
