category,sourcerow5type_option,measure,gas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
3F,MAIZ,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,INFOEF,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,EM,CH4,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,EM,N2O,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,IEF,CH4,kg/t dm,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,IEF,N2O,kg/t dm,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,-999,ktdm,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,AGRRES,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3F,AGRRES,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3F,AGRRES,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3F,AGRRES,EM,CH4,kt,DK,0.072316253,0.076395099,0.07635947,0.082545126,0.079685441,0.090236531,0.089812071,0.095410609,0.123510187,0.117583235,0.115146461,0.121799953,0.099969684,0.123068687,0.129417001,0.131420019,0.134073671,0.114743689,0.104414123,0.123623273,0.088310453,0.087362388,0.101312775,0.114170513
3F,AGRRES,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3F,AGRRES,EM,N2O,kt,DK,0.001874866,0.001980614,0.00197969,0.002140059,0.002065919,0.002339466,0.002328461,0.002473608,0.003202116,0.003048454,0.002985279,0.003157777,0.002591807,0.00319067,0.003355256,0.003407186,0.003475984,0.002974836,0.002707033,0.003205048,0.00228953,0.002264951,0.002626628,0.002959976
3F,AGRRES,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3F,AGRRES,IEF,CH4,kg/t dm,DK,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43
3F,AGRRES,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3F,AGRRES,IEF,N2O,kg/t dm,DK,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
3F,AGRRES,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3F,AGRRES,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3F,AGRRES,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3F,AGRRES,-999,-999,ktdm,DK,29.759775,31.4383125,31.42365,33.9691875,32.7923625,37.134375,36.9597,39.263625,50.8272375,48.3881625,47.385375,50.1234375,41.1397875,50.64555,53.258025,54.0823125,55.17435,47.219625,42.968775,50.873775,36.34175,35.9516,41.6925,46.98375
3F,OCER,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OCER,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OCER,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OCER,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OCER,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OCER,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OCER,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OCER,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OCER,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OPULS,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OPULS,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OPULS,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OPULS,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OPULS,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OPULS,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OPULS,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OPULS,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OPULS,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OTURO,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OTURO,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OTURO,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OTURO,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OTURO,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OTURO,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OTURO,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OTURO,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,OTURO,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,PULS,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,PULS,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,PULS,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,PULS,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,PULS,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,PULS,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,PULS,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,PULS,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,PULS,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,AREA,-999,kha/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,AREA,-999,kha/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,-999,t dm/ha,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,-999,t dm/ha,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,INFOEF,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,EM,CH4,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,EM,N2O,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,IEF,CH4,kg/t dm,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,IEF,N2O,kg/t dm,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,SUGC,-999,-999,ktdm,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,TURO,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,TURO,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,TURO,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,TURO,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,TURO,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,TURO,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,TURO,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,TURO,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,TURO,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEAINFOADD,PROD,-999,t,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEAINFOADD,PROD,-999,t,DK,7032000,6727000,4826000,5672000,5429000,6118000,6044000,6309000,6298000,5859000,6100000,6027000,5667000,5414000,5488000,5524000,5239000,5146000,5662000,6280000,5469000,5436000,5803600,5805500
3F,WHEAINFOADD,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEAINFOADD,-999,-999,-999,DK,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
3F,WHEAINFOADD,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEAINFOADD,-999,-999,-999,DK,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001000069,0.001000086
3F,WHEAINFOADD,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEAINFOADD,-999,-999,-999,DK,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
3F,WHEAINFOADD,RRESCROP,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,AREA,-999,kha/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,AREA,-999,kha/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,-999,-999,t dm/ha,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,-999,-999,t dm/ha,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,EM,CH4,kt,DK,0.014524596,0.013894619,0.009968103,0.011715516,0.0112136,0.012636729,0.012483882,0.01303124,0.013008519,0.012101765,0.01259955,0.012448769,0.011705189,0.011182617,0.011335464,0.011409822,0.010821155,0.010629063,0.011694861,0.01297134,0.01129622,0.011228058,0.011988162,0.011992293
3F,WHEA,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,EM,N2O,kt,DK,0.000376564,0.000360231,0.000258432,0.000303736,0.000290723,0.000327619,0.000323656,0.000337847,0.000337258,0.000313749,0.000326655,0.000322746,0.000303468,0.00028992,0.000293882,0.00029581,0.000280548,0.000275568,0.0003032,0.000336294,0.000292865,0.000291098,0.000310804,0.000310911
3F,WHEA,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,IEF,CH4,kg/t dm,DK,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43
3F,WHEA,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,IEF,N2O,kg/t dm,DK,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
3F,WHEA,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,WHEA,-999,-999,ktdm,DK,5.9772,5.71795,4.1021,4.8212,4.61465,5.2003,5.1374,5.36265,5.3533,4.98015,5.185,5.12295,4.81695,4.6019,4.6648,4.6954,4.45315,4.3741,4.8127,5.338,4.64865,4.6206,4.9334,4.9351
3C2a,FARM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,EM,CH4,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,AREA,-999,10^9m^2/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,AREA,-999,10^9m^2/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,IEF,CH4,g/m^2,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,IEF,CH4,g/m^2,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,AMOUNT,-999,t/ha,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,AMOUNT,-999,t/ha,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,TYPE,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2a,FARM,TYPE,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1b,FARM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1b,FARM,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1b,FARM,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1b,FARM,EM,CH4,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1b,FARM,AREA,-999,10^9m^2/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1b,FARM,AREA,-999,10^9m^2/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1b,FARM,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1b,FARM,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1,FARM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1,FARM,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1,FARM,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1,FARM,EM,CH4,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1,FARM,AREA,-999,10^9m^2/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1,FARM,AREA,-999,10^9m^2/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1,FARM,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1,FARM,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3G,FARM,INFOEF,CO2,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3G,FARM,INFOEF,CO2,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3G,FARM,EM,CO2,kt,BE,64.09,63.56,63.03,62.5,61.97,61.44,60.9,60.38,59.84,59.32,58.78,58.25,57.73,57.19,56.66,56.13,55.6,54.78,53.93,53.08,52.25,51.4,50.55,50.55
3G,FARM,EM,CO2,kt,DK,565.4943318,462.5411896,357.388194,306.7915643,367.0675492,495.9789623,393.0258201,469.5807207,252.2351983,264.9943484,260.5946415,200.7586272,233.3164585,226.2769274,157.6414993,219.677367,193.7190961,191.9592134,228.9167516,181.3999167,152.8018217,161.6012356,188.4394478,243.8757552
3G,FARM,-999,CO2,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3G,FARM,-999,CO2,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3B,FARM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3B,FARM,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3B,FARM,INFOEF,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3B,FARM,EM,GHGs,ktCO2eq,BE,5666.314443,5608.977484,5633.083933,5707.926408,5706.784139,5767.435629,5766.794742,5775.446446,5811.956437,5838.742751,5670.040148,5603.82243,5532.145991,5445.863333,5410.686029,5379.578661,5358.284918,5390.079863,5394.235963,5412.847268,5457.474469,5433.169415,5433.769995,5433.769995
3B,FARM,EM,GHGs,ktCO2eq,DK,2796.730246,2866.450581,3003.710079,3099.806809,3042.923622,3029.114482,3068.185373,3129.433704,3241.984358,3053.663016,3119.821576,3243.34573,3284.134795,3278.38541,3352.801337,3227.36588,3063.554456,3035.288016,2917.909846,2824.08628,2864.135235,2844.989805,2793.940861,2740.076395
3B,FARM,EM,CH4,kt,BE,70.47095069,68.28952577,69.62979057,71.83159867,71.54721333,73.34367072,73.50296473,73.9568091,75.68715064,76.57641831,73.31975906,70.91683096,69.21697084,67.38946192,66.03575096,65.3892651,65.1732348,66.61322785,66.90430907,67.52232864,68.95546554,68.48890995,68.70820851,68.70820851
3B,FARM,EM,CH4,kt,DK,69.1547866,71.83781708,76.08752115,79.65082047,79.16796816,80.13639277,81.65090257,83.73522328,87.17185786,80.70393083,83.55670044,87.15865262,87.87468562,88.34244787,90.14286823,87.16049136,83.47464901,82.17420236,79.74752908,78.38982012,80.13624274,79.84900051,78.52144695,76.70498138
